date,arena,age_group,home,away,parallel_slot
2026-09-05,Varner Arena / Askerhallen,U9,Holmen Hockey Rød,Holmen Hockey Sort,2
2026-09-05,Varner Arena / Askerhallen,U9,Tønsberg,Jar Rød,3
2026-09-05,Varner Arena / Askerhallen,U9,Frisk Asker 4,Frisk Asker 2,0
2026-09-05,Varner Arena / Askerhallen,U9,Kongsberg,Holmen Hockey Rød,1
2026-09-05,Varner Arena / Askerhallen,U9,Jutul Hvit,Tønsberg,2
2026-09-05,Varner Arena / Askerhallen,U9,Holmen Hockey Sort,Jar Rød,3
2026-10-24,Baerum ishall,JU12,Jutul/Jar Kittens,Ringerike 2,0
2026-10-24,Baerum ishall,JU12,Frisk Asker Svart,Jar,1
2026-10-24,Baerum ishall,JU12,Jutul/Jar Kittens,Jar,0
2026-10-24,Baerum ishall,JU12,Frisk Asker Svart,Ringerike 2,1
2026-10-24,Baerum ishall,JU12,Jutul/Jar Kittens,Frisk Asker Svart,0
2026-10-24,Baerum ishall,JU12,Jar,Ringerike 2,1
2026-10-24,Baerum ishall,U10,Jutul Rød,Frisk Asker 5,0
2026-10-24,Baerum ishall,U10,Jar Rød,Ringerike 1,1
2026-10-24,Baerum ishall,U10,Holmen Hockey Blå,Jar Gul,2
2026-10-24,Baerum ishall,U10,Jutul Rød,Ringerike 1,0
2026-10-24,Baerum ishall,U10,Jar Gul,Frisk Asker 5,1
2026-10-24,Baerum ishall,U10,Holmen Hockey Blå,Jar Rød,2
2026-10-24,Baerum ishall,U10,Jutul Rød,Jar Gul,0
2026-10-24,Baerum ishall,U10,Ringerike 1,Holmen Hockey Blå,1
2026-10-24,Baerum ishall,U10,Frisk Asker 5,Jar Rød,2
2026-10-24,Baerum ishall,U10,Jutul Rød,Holmen Hockey Blå,0
2026-10-24,Baerum ishall,U10,Jar Rød,Jar Gul,1
2026-10-24,Baerum ishall,U10,Frisk Asker 5,Ringerike 1,2
2026-10-24,Baerum ishall,U10,Jutul Rød,Jar Rød,0
2026-10-24,Baerum ishall,U10,Holmen Hockey Blå,Frisk Asker 5,1
2026-10-24,Baerum ishall,U10,Jar Gul,Ringerike 1,2
2026-10-24,Varner Arena / Askerhallen,U12,Frisk Asker 1,Jutul Rød,0
2026-10-24,Varner Arena / Askerhallen,U12,Jar Lilla,Ringerike 2,1
2026-10-24,Varner Arena / Askerhallen,U12,Frisk Asker 1,Ringerike 2,0
2026-10-24,Varner Arena / Askerhallen,U12,Jar Lilla,Jutul Rød,1
2026-10-24,Varner Arena / Askerhallen,U12,Frisk Asker 1,Jar Lilla,0
2026-10-24,Varner Arena / Askerhallen,U12,Ringerike 2,Jutul Rød,1
2027-01-17,Ringerikshallen,JU8,Skien,Jutul Kittens,0
2027-01-17,Ringerikshallen,JU8,Jar,Jar Rød,1
2027-01-17,Ringerikshallen,JU8,Jutul Grønn,Frisk Asker,2
2027-01-17,Ringerikshallen,JU8,Ringerike 1,Jutul Kittens,0
2027-01-17,Ringerikshallen,JU8,Frisk Asker,Skien,1
2027-01-17,Ringerikshallen,JU8,Jutul Grønn,Jar,2
2027-01-17,Ringerikshallen,JU8,Ringerike 1,Jar Rød,0
2027-01-17,Ringerikshallen,JU8,Jutul Kittens,Frisk Asker,1
2027-01-17,Ringerikshallen,JU8,Skien,Jar,2
2027-01-17,Ringerikshallen,JU8,Ringerike 1,Frisk Asker,0
2027-01-17,Ringerikshallen,JU8,Jutul Grønn,Jar Rød,1
2027-01-17,Ringerikshallen,JU8,Jar,Jutul Kittens,2
2027-01-17,Ringerikshallen,JU8,Ringerike 1,Jutul Grønn,0
2027-01-17,Ringerikshallen,JU8,Frisk Asker,Jar,1
2027-01-17,Ringerikshallen,JU8,Jar Rød,Skien,2
2027-01-17,Ringerikshallen,JU8,Ringerike 1,Jar,0
2027-01-17,Ringerikshallen,JU8,Skien,Jutul Grønn,1
2027-01-17,Ringerikshallen,JU8,Jutul Kittens,Jar Rød,2
2027-01-17,Ringerikshallen,JU8,Ringerike 1,Skien,0
2027-01-17,Ringerikshallen,JU8,Jutul Grønn,Jutul Kittens,1
2027-01-17,Ringerikshallen,JU8,Frisk Asker,Jar Rød,2
2027-01-17,Ringerikshallen,JU8,(Pause),Ringerike 1,
2027-01-17,Ringerikshallen,JU8,(Pause),Jar Rød,
2027-01-17,Ringerikshallen,JU8,(Pause),Jutul Grønn,
2027-01-17,Ringerikshallen,JU8,(Pause),Skien,
2027-01-17,Ringerikshallen,JU8,(Pause),Jutul Kittens,
2027-01-17,Ringerikshallen,JU8,(Pause),Frisk Asker,
2027-01-17,Ringerikshallen,JU8,(Pause),Jar,
2026-10-25,Baerum ishall,U11,Jutul Rød,Jar Lilla,0
2026-10-25,Baerum ishall,U11,Frisk Asker 2,Holmen Hockey Rød,1
2026-10-25,Baerum ishall,U11,Jar Grønn,Skien,2
2026-10-25,Baerum ishall,U11,Jutul Rød,Holmen Hockey Rød,0
2026-10-25,Baerum ishall,U11,Skien,Jar Lilla,1
2026-10-25,Baerum ishall,U11,Jar Grønn,Frisk Asker 2,2
2026-10-25,Baerum ishall,U11,Jutul Rød,Skien,0
2026-10-25,Baerum ishall,U11,Holmen Hockey Rød,Jar Grønn,1
2026-10-25,Baerum ishall,U11,Jar Lilla,Frisk Asker 2,2
2026-10-25,Baerum ishall,U11,Jutul Rød,Jar Grønn,0
2026-10-25,Baerum ishall,U11,Frisk Asker 2,Skien,1
2026-10-25,Baerum ishall,U11,Jar Lilla,Holmen Hockey Rød,2
2026-10-25,Baerum ishall,U11,Jutul Rød,Frisk Asker 2,0
2026-10-25,Baerum ishall,U11,Jar Grønn,Jar Lilla,1
2026-10-25,Baerum ishall,U11,Skien,Holmen Hockey Rød,2
2026-10-25,Ringerikshallen,U12,Ringerike 1,Frisk Asker 4,0
2026-10-25,Ringerikshallen,U12,Jar Rød,Jutul Grønn,1
2026-10-25,Ringerikshallen,U12,Ringerike 1,Jutul Grønn,0
2026-10-25,Ringerikshallen,U12,Jar Rød,Frisk Asker 4,1
2026-10-25,Ringerikshallen,U12,Ringerike 1,Jar Rød,0
2026-10-25,Ringerikshallen,U12,Jutul Grønn,Frisk Asker 4,1
2026-09-05,Kongsberghallen,U8,Jutul Gul,Skien,0
2026-09-05,Kongsberghallen,U8,Ringerike 1,Frisk Asker 4,1
2026-09-05,Kongsberghallen,U8,Frisk Asker 2,Holmen Hockey Rød,2
2026-09-05,Kongsberghallen,U8,Sandefjord,Jar Rød,3
2026-09-05,Kongsberghallen,U8,Jutul Gul,Frisk Asker 4,0
2026-09-05,Kongsberghallen,U8,Holmen Hockey Rød,Skien,1
2026-09-05,Kongsberghallen,U8,Jar Rød,Ringerike 1,2
2026-09-05,Kongsberghallen,U8,Sandefjord,Frisk Asker 2,3
2026-09-05,Kongsberghallen,U8,Jutul Gul,Holmen Hockey Rød,0
2026-09-05,Kongsberghallen,U8,Frisk Asker 4,Jar Rød,1
2026-09-05,Kongsberghallen,U8,Skien,Sandefjord,2
2026-09-05,Kongsberghallen,U8,Ringerike 1,Frisk Asker 2,3
2026-09-05,Kongsberghallen,U8,Jutul Gul,Jar Rød,0
2026-09-05,Kongsberghallen,U8,Sandefjord,Holmen Hockey Rød,1
2026-09-05,Kongsberghallen,U8,Frisk Asker 2,Frisk Asker 4,2
2026-09-05,Kongsberghallen,U8,Ringerike 1,Skien,3
2026-09-05,Kongsberghallen,U8,Jutul Gul,Sandefjord,0
2026-09-05,Kongsberghallen,U8,Jar Rød,Frisk Asker 2,1
2026-09-05,Kongsberghallen,U8,Holmen Hockey Rød,Ringerike 1,2
2026-09-05,Kongsberghallen,U8,Frisk Asker 4,Skien,3
2026-09-05,Kongsberghallen,U8,Jutul Gul,Frisk Asker 2,0
2026-09-05,Kongsberghallen,U8,Ringerike 1,Sandefjord,1
2026-09-05,Kongsberghallen,U8,Skien,Jar Rød,2
2026-09-05,Kongsberghallen,U8,Frisk Asker 4,Holmen Hockey Rød,3
2026-09-05,Kongsberghallen,U8,Jutul Gul,Ringerike 1,0
2026-09-05,Kongsberghallen,U8,Frisk Asker 2,Skien,1
2026-09-05,Kongsberghallen,U8,Sandefjord,Frisk Asker 4,2
2026-09-05,Kongsberghallen,U8,Jar Rød,Holmen Hockey Rød,3
2026-10-31,Baerum ishall,JU12,Jutul Kittens,Kongsberg/Tønsberg,0
2026-10-31,Baerum ishall,JU12,Frisk Asker Orange,Ringerike 1,1
2026-10-31,Baerum ishall,JU12,Jutul Kittens,Ringerike 1,0
2026-10-31,Baerum ishall,JU12,Frisk Asker Orange,Kongsberg/Tønsberg,1
2026-10-31,Baerum ishall,JU12,Jutul Kittens,Frisk Asker Orange,0
2026-10-31,Baerum ishall,JU12,Ringerike 1,Kongsberg/Tønsberg,1
2027-02-20,Jarhallen,U10,Jar Hvit,Frisk Asker 6,0
2027-02-20,Jarhallen,U10,Jar Rød,Ringerike 2,1
2027-02-20,Jarhallen,U10,Holmen Hockey Hvit,Frisk Asker 3,2
2027-02-20,Jarhallen,U10,Jar Hvit,Ringerike 2,0
2027-02-20,Jarhallen,U10,Frisk Asker 3,Frisk Asker 6,1
2027-02-20,Jarhallen,U10,Holmen Hockey Hvit,Jar Rød,2
2027-02-20,Jarhallen,U10,Jar Hvit,Frisk Asker 3,0
2027-02-20,Jarhallen,U10,Ringerike 2,Holmen Hockey Hvit,1
2027-02-20,Jarhallen,U10,Frisk Asker 6,Jar Rød,2
2027-02-20,Jarhallen,U10,Jar Hvit,Holmen Hockey Hvit,0
2027-02-20,Jarhallen,U10,Jar Rød,Frisk Asker 3,1
2027-02-20,Jarhallen,U10,Frisk Asker 6,Ringerike 2,2
2027-02-20,Jarhallen,U10,Jar Hvit,Jar Rød,0
2027-02-20,Jarhallen,U10,Holmen Hockey Hvit,Frisk Asker 6,1
2027-02-20,Jarhallen,U10,Frisk Asker 3,Ringerike 2,2
2026-10-31,Baerum ishall,U12,Jutul Rød,Tønsberg Hvit,0
2026-10-31,Baerum ishall,U12,Frisk Asker 2,Jar Svart,1
2026-10-31,Baerum ishall,U12,Jutul Rød,Jar Svart,0
2026-10-31,Baerum ishall,U12,Frisk Asker 2,Tønsberg Hvit,1
2026-10-31,Baerum ishall,U12,Jutul Rød,Frisk Asker 2,0
2026-10-31,Baerum ishall,U12,Jar Svart,Tønsberg Hvit,1
2026-11-08,Holmenkollen ishall,U10,Holmen Hockey Blå,Frisk Asker 3,0
2026-11-08,Holmenkollen ishall,U10,Jutul Hvit,Ringerike 2,1
2026-11-08,Holmenkollen ishall,U10,Jar Rød,Frisk Asker 1,2
2026-11-08,Holmenkollen ishall,U10,Holmen Hockey Blå,Ringerike 2,0
2026-11-08,Holmenkollen ishall,U10,Frisk Asker 1,Frisk Asker 3,1
2026-11-08,Holmenkollen ishall,U10,Jar Rød,Jutul Hvit,2
2026-11-08,Holmenkollen ishall,U10,Holmen Hockey Blå,Frisk Asker 1,0
2026-11-08,Holmenkollen ishall,U10,Ringerike 2,Jar Rød,1
2026-11-08,Holmenkollen ishall,U10,Frisk Asker 3,Jutul Hvit,2
2026-11-08,Holmenkollen ishall,U10,Holmen Hockey Blå,Jar Rød,0
2026-11-08,Holmenkollen ishall,U10,Jutul Hvit,Frisk Asker 1,1
2026-11-08,Holmenkollen ishall,U10,Frisk Asker 3,Ringerike 2,2
2026-11-08,Holmenkollen ishall,U10,Holmen Hockey Blå,Jutul Hvit,0
2026-11-08,Holmenkollen ishall,U10,Jar Rød,Frisk Asker 3,1
2026-11-08,Holmenkollen ishall,U10,Frisk Asker 1,Ringerike 2,2
2026-11-01,Holmenkollen ishall,U11,Holmen Hockey Hvit,Kongsberg,0
2026-11-01,Holmenkollen ishall,U11,Frisk Asker 3,Ringerike 2,1
2026-11-01,Holmenkollen ishall,U11,Jar Svart,Jutul Grønn,2
2026-11-01,Holmenkollen ishall,U11,Holmen Hockey Hvit,Ringerike 2,0
2026-11-01,Holmenkollen ishall,U11,Jutul Grønn,Kongsberg,1
2026-11-01,Holmenkollen ishall,U11,Jar Svart,Frisk Asker 3,2
2026-11-01,Holmenkollen ishall,U11,Holmen Hockey Hvit,Jutul Grønn,0
2026-11-01,Holmenkollen ishall,U11,Ringerike 2,Jar Svart,1
2026-11-01,Holmenkollen ishall,U11,Kongsberg,Frisk Asker 3,2
2026-11-01,Holmenkollen ishall,U11,Holmen Hockey Hvit,Jar Svart,0
2026-11-01,Holmenkollen ishall,U11,Frisk Asker 3,Jutul Grønn,1
2026-11-01,Holmenkollen ishall,U11,Kongsberg,Ringerike 2,2
2026-11-01,Holmenkollen ishall,U11,Holmen Hockey Hvit,Frisk Asker 3,0
2026-11-01,Holmenkollen ishall,U11,Jar Svart,Kongsberg,1
2026-11-01,Holmenkollen ishall,U11,Jutul Grønn,Ringerike 2,2
2026-11-01,Holmenkollen ishall,U12,Tønsberg Rød,Jar Hvit,0
2026-11-01,Holmenkollen ishall,U12,Kongsberg,Frisk Asker 3,1
2026-11-01,Holmenkollen ishall,U12,Tønsberg Rød,Frisk Asker 3,0
2026-11-01,Holmenkollen ishall,U12,Kongsberg,Jar Hvit,1
2026-11-01,Holmenkollen ishall,U12,Tønsberg Rød,Kongsberg,0
2026-11-01,Holmenkollen ishall,U12,Frisk Asker 3,Jar Hvit,1
2026-11-01,Varner Arena / Askerhallen,U9,Frisk Asker 3,Jar Rød,0
2026-11-01,Varner Arena / Askerhallen,U9,Kongsberg,Sandefjord,1
2026-11-01,Varner Arena / Askerhallen,U9,Jutul Hvit,Jar Blå,2
2026-11-01,Varner Arena / Askerhallen,U9,Holmen Hockey Hvit,Jutul Rød,3
2026-11-01,Varner Arena / Askerhallen,U9,Frisk Asker 3,Sandefjord,0
2026-11-01,Varner Arena / Askerhallen,U9,Jar Blå,Jar Rød,1
2026-11-01,Varner Arena / Askerhallen,U9,Jutul Rød,Kongsberg,2
2026-11-01,Varner Arena / Askerhallen,U9,Holmen Hockey Hvit,Jutul Hvit,3
2026-11-01,Varner Arena / Askerhallen,U9,Frisk Asker 3,Jar Blå,0
2026-11-01,Varner Arena / Askerhallen,U9,Sandefjord,Jutul Rød,1
2026-11-01,Varner Arena / Askerhallen,U9,Jar Rød,Holmen Hockey Hvit,2
2026-11-01,Varner Arena / Askerhallen,U9,Kongsberg,Jutul Hvit,3
2026-11-01,Varner Arena / Askerhallen,U9,Frisk Asker 3,Jutul Rød,0
2026-11-01,Varner Arena / Askerhallen,U9,Holmen Hockey Hvit,Jar Blå,1
2026-11-01,Varner Arena / Askerhallen,U9,Jutul Hvit,Sandefjord,2
2026-11-01,Varner Arena / Askerhallen,U9,Kongsberg,Jar Rød,3
2026-11-01,Varner Arena / Askerhallen,U9,Frisk Asker 3,Holmen Hockey Hvit,0
2026-11-01,Varner Arena / Askerhallen,U9,Jutul Rød,Jutul Hvit,1
2026-11-01,Varner Arena / Askerhallen,U9,Jar Blå,Kongsberg,2
2026-11-01,Varner Arena / Askerhallen,U9,Sandefjord,Jar Rød,3
2026-11-01,Varner Arena / Askerhallen,U9,Frisk Asker 3,Jutul Hvit,0
2026-11-01,Varner Arena / Askerhallen,U9,Kongsberg,Holmen Hockey Hvit,1
2026-11-01,Varner Arena / Askerhallen,U9,Jar Rød,Jutul Rød,2
2026-11-01,Varner Arena / Askerhallen,U9,Sandefjord,Jar Blå,3
2026-11-01,Varner Arena / Askerhallen,U9,Frisk Asker 3,Kongsberg,0
2026-11-01,Varner Arena / Askerhallen,U9,Jutul Hvit,Jar Rød,1
2026-11-01,Varner Arena / Askerhallen,U9,Holmen Hockey Hvit,Sandefjord,2
2026-11-01,Varner Arena / Askerhallen,U9,Jutul Rød,Jar Blå,3
2027-03-06,Varner Arena / Askerhallen,JU10,Frisk Asker Svart,Jar Hvit,0
2027-03-06,Varner Arena / Askerhallen,JU10,Skien,Ringerike 1,1
2027-03-06,Varner Arena / Askerhallen,JU10,Jar Blå,Jar Rød,2
2027-03-06,Varner Arena / Askerhallen,JU10,Frisk Asker Svart,Ringerike 1,0
2027-03-06,Varner Arena / Askerhallen,JU10,Jar Rød,Jar Hvit,1
2027-03-06,Varner Arena / Askerhallen,JU10,Jar Blå,Skien,2
2027-03-06,Varner Arena / Askerhallen,JU10,Frisk Asker Svart,Jar Rød,0
2027-03-06,Varner Arena / Askerhallen,JU10,Ringerike 1,Jar Blå,1
2027-03-06,Varner Arena / Askerhallen,JU10,Jar Hvit,Skien,2
2027-03-06,Varner Arena / Askerhallen,JU10,Frisk Asker Svart,Jar Blå,0
2027-03-06,Varner Arena / Askerhallen,JU10,Skien,Jar Rød,1
2027-03-06,Varner Arena / Askerhallen,JU10,Jar Hvit,Ringerike 1,2
2027-03-06,Varner Arena / Askerhallen,JU10,Frisk Asker Svart,Skien,0
2027-03-06,Varner Arena / Askerhallen,JU10,Jar Blå,Jar Hvit,1
2027-03-06,Varner Arena / Askerhallen,JU10,Jar Rød,Ringerike 1,2
2026-11-07,Baerum ishall,U10,Jutul Grønn,Frisk Asker 5,0
2026-11-07,Baerum ishall,U10,Ringerike 1,Holmen Hockey Sort,1
2026-11-07,Baerum ishall,U10,Jar Svart,Jar Grønn,2
2026-11-07,Baerum ishall,U10,Jutul Grønn,Holmen Hockey Sort,0
2026-11-07,Baerum ishall,U10,Jar Grønn,Frisk Asker 5,1
2026-11-07,Baerum ishall,U10,Jar Svart,Ringerike 1,2
2026-11-07,Baerum ishall,U10,Jutul Grønn,Jar Grønn,0
2026-11-07,Baerum ishall,U10,Holmen Hockey Sort,Jar Svart,1
2026-11-07,Baerum ishall,U10,Frisk Asker 5,Ringerike 1,2
2026-11-07,Baerum ishall,U10,Jutul Grønn,Jar Svart,0
2026-11-07,Baerum ishall,U10,Ringerike 1,Jar Grønn,1
2026-11-07,Baerum ishall,U10,Frisk Asker 5,Holmen Hockey Sort,2
2026-11-07,Baerum ishall,U10,Jutul Grønn,Ringerike 1,0
2026-11-07,Baerum ishall,U10,Jar Svart,Frisk Asker 5,1
2026-11-07,Baerum ishall,U10,Jar Grønn,Holmen Hockey Sort,2
2026-11-07,Baerum ishall,U11,Jutul Hvit,Ringerike 1,0
2026-11-07,Baerum ishall,U11,Frisk Asker 4,Jar Gul,1
2026-11-07,Baerum ishall,U11,Jar Blå,Sandefjord,2
2026-11-07,Baerum ishall,U11,Jutul Hvit,Jar Gul,0
2026-11-07,Baerum ishall,U11,Sandefjord,Ringerike 1,1
2026-11-07,Baerum ishall,U11,Jar Blå,Frisk Asker 4,2
2026-11-07,Baerum ishall,U11,Jutul Hvit,Sandefjord,0
2026-11-07,Baerum ishall,U11,Jar Gul,Jar Blå,1
2026-11-07,Baerum ishall,U11,Ringerike 1,Frisk Asker 4,2
2026-11-07,Baerum ishall,U11,Jutul Hvit,Jar Blå,0
2026-11-07,Baerum ishall,U11,Frisk Asker 4,Sandefjord,1
2026-11-07,Baerum ishall,U11,Ringerike 1,Jar Gul,2
2026-11-07,Baerum ishall,U11,Jutul Hvit,Frisk Asker 4,0
2026-11-07,Baerum ishall,U11,Jar Blå,Ringerike 1,1
2026-11-07,Baerum ishall,U11,Sandefjord,Jar Gul,2
2026-11-22,Baerum ishall,U7,Jutul Rød,Jar Rød,0
2026-11-22,Baerum ishall,U7,Jutul Grønn,Jar Blå,1
2026-11-22,Baerum ishall,U7,Jar Hvit,Frisk Asker 3,2
2026-11-22,Baerum ishall,U7,Sandefjord,Holmen Hockey Rød,3
2026-11-22,Baerum ishall,U7,Jutul Rød,Jar Blå,0
2026-11-22,Baerum ishall,U7,Frisk Asker 3,Jar Rød,1
2026-11-22,Baerum ishall,U7,Holmen Hockey Rød,Jutul Grønn,2
2026-11-22,Baerum ishall,U7,Sandefjord,Jar Hvit,3
2026-11-22,Baerum ishall,U7,Jutul Rød,Frisk Asker 3,0
2026-11-22,Baerum ishall,U7,Jar Blå,Holmen Hockey Rød,1
2026-11-22,Baerum ishall,U7,Jar Rød,Sandefjord,2
2026-11-22,Baerum ishall,U7,Jutul Grønn,Jar Hvit,3
2026-11-22,Baerum ishall,U7,Jutul Rød,Holmen Hockey Rød,0
2026-11-22,Baerum ishall,U7,Sandefjord,Frisk Asker 3,1
2026-11-22,Baerum ishall,U7,Jar Hvit,Jar Blå,2
2026-11-22,Baerum ishall,U7,Jutul Grønn,Jar Rød,3
2026-11-22,Baerum ishall,U7,Jutul Rød,Sandefjord,0
2026-11-22,Baerum ishall,U7,Holmen Hockey Rød,Jar Hvit,1
2026-11-22,Baerum ishall,U7,Frisk Asker 3,Jutul Grønn,2
2026-11-22,Baerum ishall,U7,Jar Blå,Jar Rød,3
2026-11-22,Baerum ishall,U7,Jutul Rød,Jar Hvit,0
2026-11-22,Baerum ishall,U7,Jutul Grønn,Sandefjord,1
2026-11-22,Baerum ishall,U7,Jar Rød,Holmen Hockey Rød,2
2026-11-22,Baerum ishall,U7,Jar Blå,Frisk Asker 3,3
2026-11-22,Baerum ishall,U7,Jutul Rød,Jutul Grønn,0
2026-11-22,Baerum ishall,U7,Jar Hvit,Jar Rød,1
2026-11-22,Baerum ishall,U7,Sandefjord,Jar Blå,2
2026-11-22,Baerum ishall,U7,Holmen Hockey Rød,Frisk Asker 3,3
2026-11-08,Ringerikshallen,JU12,Ringerike 2,Skien,0
2026-11-08,Ringerikshallen,JU12,Jutul/Jar Kittens,Frisk Asker Svart,1
2026-11-08,Ringerikshallen,JU12,Ringerike 2,Frisk Asker Svart,0
2026-11-08,Ringerikshallen,JU12,Jutul/Jar Kittens,Skien,1
2026-11-08,Ringerikshallen,JU12,Ringerike 2,Jutul/Jar Kittens,0
2026-11-08,Ringerikshallen,JU12,Frisk Asker Svart,Skien,1
2026-11-08,Holmenkollen ishall,U12,Holmen Hockey Rød,Tønsberg Grå,0
2026-11-08,Holmenkollen ishall,U12,Jar Rød,Frisk Asker 1,1
2026-11-08,Holmenkollen ishall,U12,Holmen Hockey Rød,Frisk Asker 1,0
2026-11-08,Holmenkollen ishall,U12,Jar Rød,Tønsberg Grå,1
2026-11-08,Holmenkollen ishall,U12,Holmen Hockey Rød,Jar Rød,0
2026-11-08,Holmenkollen ishall,U12,Frisk Asker 1,Tønsberg Grå,1
2027-01-09,Holmenkollen ishall,U8,Holmen Hockey Blå,Skien,0
2027-01-09,Holmenkollen ishall,U8,Jutul Rød,Tønsberg,1
2027-01-09,Holmenkollen ishall,U8,Ringerike 2,Frisk Asker 5,2
2027-01-09,Holmenkollen ishall,U8,Frisk Asker 2,Jar Hvit,3
2027-01-09,Holmenkollen ishall,U8,Holmen Hockey Blå,Tønsberg,0
2027-01-09,Holmenkollen ishall,U8,Frisk Asker 5,Skien,1
2027-01-09,Holmenkollen ishall,U8,Jar Hvit,Jutul Rød,2
2027-01-09,Holmenkollen ishall,U8,Frisk Asker 2,Ringerike 2,3
2027-01-09,Holmenkollen ishall,U8,Holmen Hockey Blå,Frisk Asker 5,0
2027-01-09,Holmenkollen ishall,U8,Tønsberg,Jar Hvit,1
2027-01-09,Holmenkollen ishall,U8,Skien,Frisk Asker 2,2
2027-01-09,Holmenkollen ishall,U8,Jutul Rød,Ringerike 2,3
2027-01-09,Holmenkollen ishall,U8,Holmen Hockey Blå,Jar Hvit,0
2027-01-09,Holmenkollen ishall,U8,Frisk Asker 2,Frisk Asker 5,1
2027-01-09,Holmenkollen ishall,U8,Ringerike 2,Tønsberg,2
2027-01-09,Holmenkollen ishall,U8,Jutul Rød,Skien,3
2027-01-09,Holmenkollen ishall,U8,Holmen Hockey Blå,Frisk Asker 2,0
2027-01-09,Holmenkollen ishall,U8,Jar Hvit,Ringerike 2,1
2027-01-09,Holmenkollen ishall,U8,Frisk Asker 5,Jutul Rød,2
2027-01-09,Holmenkollen ishall,U8,Tønsberg,Skien,3
2027-01-09,Holmenkollen ishall,U8,Holmen Hockey Blå,Ringerike 2,0
2027-01-09,Holmenkollen ishall,U8,Jutul Rød,Frisk Asker 2,1
2027-01-09,Holmenkollen ishall,U8,Skien,Jar Hvit,2
2027-01-09,Holmenkollen ishall,U8,Tønsberg,Frisk Asker 5,3
2027-01-09,Holmenkollen ishall,U8,Holmen Hockey Blå,Jutul Rød,0
2027-01-09,Holmenkollen ishall,U8,Ringerike 2,Skien,1
2027-01-09,Holmenkollen ishall,U8,Frisk Asker 2,Tønsberg,2
2027-01-09,Holmenkollen ishall,U8,Jar Hvit,Frisk Asker 5,3
2026-11-14,Holmenkollen ishall,U10,Holmen Hockey Hvit,Jar Hvit,0
2026-11-14,Holmenkollen ishall,U10,Frisk Asker 2,Jutul Rød,1
2026-11-14,Holmenkollen ishall,U10,Jar Blå,Ringerike 4,2
2026-11-14,Holmenkollen ishall,U10,Holmen Hockey Hvit,Jutul Rød,0
2026-11-14,Holmenkollen ishall,U10,Ringerike 4,Jar Hvit,1
2026-11-14,Holmenkollen ishall,U10,Jar Blå,Frisk Asker 2,2
2026-11-14,Holmenkollen ishall,U10,Holmen Hockey Hvit,Ringerike 4,0
2026-11-14,Holmenkollen ishall,U10,Jutul Rød,Jar Blå,1
2026-11-14,Holmenkollen ishall,U10,Jar Hvit,Frisk Asker 2,2
2026-11-14,Holmenkollen ishall,U10,Holmen Hockey Hvit,Jar Blå,0
2026-11-14,Holmenkollen ishall,U10,Frisk Asker 2,Ringerike 4,1
2026-11-14,Holmenkollen ishall,U10,Jar Hvit,Jutul Rød,2
2026-11-14,Holmenkollen ishall,U10,Holmen Hockey Hvit,Frisk Asker 2,0
2026-11-14,Holmenkollen ishall,U10,Jar Blå,Jar Hvit,1
2026-11-14,Holmenkollen ishall,U10,Ringerike 4,Jutul Rød,2
2026-10-11,Baerum ishall,U11,Jutul Grønn,Jar Hvit,0
2026-10-11,Baerum ishall,U11,Ringerike 1,Holmen Hockey Rød,1
2026-10-11,Baerum ishall,U11,Tønsberg Rød,Jar Grønn,2
2026-10-11,Baerum ishall,U11,Jutul Grønn,Holmen Hockey Rød,0
2026-10-11,Baerum ishall,U11,Jar Grønn,Jar Hvit,1
2026-10-11,Baerum ishall,U11,Tønsberg Rød,Ringerike 1,2
2026-10-11,Baerum ishall,U11,Jutul Grønn,Jar Grønn,0
2026-10-11,Baerum ishall,U11,Holmen Hockey Rød,Tønsberg Rød,1
2026-10-11,Baerum ishall,U11,Jar Hvit,Ringerike 1,2
2026-10-11,Baerum ishall,U11,Jutul Grønn,Tønsberg Rød,0
2026-10-11,Baerum ishall,U11,Ringerike 1,Jar Grønn,1
2026-10-11,Baerum ishall,U11,Jar Hvit,Holmen Hockey Rød,2
2026-10-11,Baerum ishall,U11,Jutul Grønn,Ringerike 1,0
2026-10-11,Baerum ishall,U11,Tønsberg Rød,Jar Hvit,1
2026-10-11,Baerum ishall,U11,Jar Grønn,Holmen Hockey Rød,2
2027-01-09,Jarhallen,U12,Jar Lilla,Frisk Asker 4,0
2027-01-09,Jarhallen,U12,Tønsberg Grå,Kongsberg,1
2027-01-09,Jarhallen,U12,Jar Lilla,Kongsberg,0
2027-01-09,Jarhallen,U12,Tønsberg Grå,Frisk Asker 4,1
2027-01-09,Jarhallen,U12,Jar Lilla,Tønsberg Grå,0
2027-01-09,Jarhallen,U12,Kongsberg,Frisk Asker 4,1
2026-11-29,Skien ishall,U9,Frisk Asker 1,Jutul Grønn,0
2026-11-29,Skien ishall,U9,Frisk Asker 3,Sandefjord,1
2026-11-29,Skien ishall,U9,Jar Rød,Ringerike 1,2
2026-11-29,Skien ishall,U9,Jar Svart,Holmen Hockey Rød,3
2026-11-29,Skien ishall,U9,Frisk Asker 1,Sandefjord,0
2026-11-29,Skien ishall,U9,Ringerike 1,Jutul Grønn,1
2026-11-29,Skien ishall,U9,Holmen Hockey Rød,Frisk Asker 3,2
2026-11-29,Skien ishall,U9,Jar Svart,Jar Rød,3
